batch_id,sample_id,moisture,ph,diastase_activity,h_m_f,collection_date,lab_id,analyst,region,batch_size,quality_score,quality_category,compliance_status,moisture_deviation,ph_deviation,processing_hour,processing_day,month,quarter
BATCH_001,SAMPLE_000001,16.87270059423681,4.055398786515859,9.831939786151342,33.45405988417796,2024-01-01 00:00:00,LAB_B,Analyst_1,East,200,95.0,Premium,Compliant,0.6272994057631891,0.9446012134841411,0,Monday,1,1
BATCH_002,SAMPLE_000002,19.75357153204958,5.125702842135075,9.728851593503999,35.933627943827446,2024-01-01 01:00:00,LAB_A,Analyst_4,West,300,90.0,Excellent,Compliant,2.2535715320495804,0.125702842135075,1,Monday,1,1
BATCH_003,SAMPLE_000003,18.659969709057027,6.118837507629225,14.343782063647257,25.00935797584998,2024-01-01 02:00:00,LAB_D,Analyst_1,East,500,85.0,Good,Compliant,1.1599697090570267,1.118837507629225,2,Monday,1,1
BATCH_004,SAMPLE_000004,17.993292420985185,5.696674659228684,9.746823398946542,32.49748199213998,2024-01-01 03:00:00,LAB_A,Analyst_2,West,300,95.0,Premium,Compliant,0.4932924209851848,0.6966746592286839,3,Monday,1,1
BATCH_005,SAMPLE_000005,15.780093202212182,5.919683443584349,9.903648082900418,31.434919662874975,2024-01-01 04:00:00,LAB_C,Analyst_1,West,300,90.0,Excellent,Compliant,1.719906797787818,0.9196834435843488,4,Monday,1,1
BATCH_006,SAMPLE_000006,15.779972601681013,5.4763501001321515,13.315787836925747,36.65660753576542,2024-01-01 05:00:00,LAB_C,Analyst_2,East,100,95.0,Premium,Compliant,1.7200273983189867,0.4763501001321515,5,Monday,1,1
BATCH_007,SAMPLE_000007,15.290418060840997,5.576829693553558,11.14817889715378,38.12174120962521,2024-01-01 06:00:00,LAB_D,Analyst_2,South,300,85.0,Good,Compliant,2.209581939159003,0.5768296935535577,6,Monday,1,1
BATCH_008,SAMPLE_000008,19.330880728874675,6.047586954695958,13.436973898686269,20.243135429547735,2024-01-01 07:00:00,LAB_A,Analyst_1,West,100,85.0,Good,Compliant,1.830880728874675,1.0475869546959578,7,Monday,1,1
BATCH_009,SAMPLE_000009,18.005575058716044,4.249004026577558,8.457563102950697,33.48039838117585,2024-01-01 08:00:00,LAB_D,Analyst_2,East,200,95.0,Premium,Compliant,0.5055750587160439,0.7509959734224418,8,Monday,1,1
BATCH_010,SAMPLE_000010,18.540362888980226,4.968274890929422,11.41299835571369,21.03671598239458,2024-01-01 09:00:00,LAB_A,Analyst_3,North,200,95.0,Premium,Compliant,1.0403628889802263,0.03172510907057813,9,Monday,1,1
BATCH_011,SAMPLE_000011,15.102922471479012,4.163628325458807,8.235295201282979,30.97717330154712,2024-01-01 10:00:00,LAB_B,Analyst_1,East,100,85.0,Good,Compliant,2.397077528520988,0.8363716745411933,10,Monday,1,1
BATCH_012,SAMPLE_000012,19.849549260809972,6.4630040239899404,8.438572424187482,25.752654580873564,2024-01-01 11:00:00,LAB_C,Analyst_1,North,300,80.0,Good,Compliant,2.3495492608099724,1.4630040239899404,11,Monday,1,1
BATCH_013,SAMPLE_000013,19.162213204002107,6.33217801905984,14.345062173410877,26.135531990442825,2024-01-01 12:00:00,LAB_D,Analyst_2,West,500,85.0,Good,Compliant,1.6622132040021071,1.3321780190598398,12,Monday,1,1
BATCH_014,SAMPLE_000014,16.06169555339138,3.6182804341055177,8.974717597823165,27.05917006904713,2024-01-01 13:00:00,LAB_B,Analyst_2,East,500,85.0,Good,Compliant,1.438304446608619,1.3817195658944823,13,Monday,1,1
BATCH_015,SAMPLE_000015,15.909124836035502,5.616725517547065,11.726944775926519,32.4258489809922,2024-01-01 14:00:00,LAB_B,Analyst_1,East,100,90.0,Excellent,Compliant,1.5908751639644976,0.6167255175470654,14,Monday,1,1
BATCH_016,SAMPLE_000016,15.91702254926717,6.275744952246997,10.877669218204947,26.680999313375384,2024-01-01 15:00:00,LAB_D,Analyst_3,North,200,85.0,Good,Compliant,1.5829774507328302,1.2757449522469972,15,Monday,1,1
BATCH_017,SAMPLE_000017,16.521211214797688,4.041726035382,10.4314032838119,34.65398101180561,2024-01-01 16:00:00,LAB_D,Analyst_2,East,200,95.0,Premium,Compliant,0.9787887852023118,0.9582739646179999,16,Monday,1,1
